InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,92.51,2368.0,3.97,17.45
0,91.7,2423.0,14.74,21.61
0,92.02,2275.0,8.91,14.95
1,95.2,2430.0,5.03,14.74
0,93.31,2149.0,8.53,12.39
0,89.15,2077.0,15.45,9.17
0,94.29,2410.0,3.86,18.04
0,92.88,2238.0,9.66,16.73
0,91.31,2299.0,18.19,13.59
0,95.38,1956.0,13.05,-0.49
1,88.75,2130.0,5.98,14.25
0,91.85,2218.0,13.39,9.48
1,90.76,2114.0,14.76,7.83
0,95.84,2140.0,12.4,14.18
0,94.1,2476.0,8.19,20.28
1,93.95,2274.0,8.68,16.54
0,94.7,2272.0,7.5,20.46
1,93.6,2240.0,8.08,14.92
0,92.12,2325.0,8.25,19.78
0,95.21,2074.0,14.6,8.73
1,95.32,2242.0,6.93,17.01
0,95.45,2046.0,5.2,17.37
0,92.83,2425.0,7.38,19.09
0,88.43,2082.0,14.83,9.7
0,92.36,2168.0,11.94,10.44
0,93.08,2292.0,7.77,17.24
1,97.82,2103.0,9.22,16.36
0,94.34,1731.0,15.13,9.42
0,89.71,2226.0,2.9,21.22
1,93.55,2015.0,14.72,11.14
0,91.21,2270.0,6.36,10.61
0,93.48,2379.0,5.1,18.17
0,91.52,2192.0,4.21,18.95
0,96.61,2318.0,11.86,15.41
1,97.46,2478.0,5.81,17.55
1,94.92,2609.0,2.27,18.72
0,96.92,2282.0,9.05,17.77
0,95.51,2473.0,9.16,17.91
0,90.93,2257.0,8.32,17.86
0,97.01,2431.0,10.16,15.07
0,91.56,2251.0,10.91,9.63
0,95.3,2063.0,3.12,15.83
0,96.8,2195.0,4.34,17.85
0,87.21,1831.0,14.36,8.49
1,93.01,2230.0,-3.31,15.32
0,92.24,2305.0,4.03,21.22
1,91.59,2319.0,5.68,19.83
0,91.8,1991.0,15.16,10.13
0,94.69,2153.0,18.18,9.1
0,96.61,2058.0,11.51,13.58
0,97.03,2420.0,10.7,17.35
0,92.48,2308.0,9.47,17.48
0,90.08,2115.0,13.16,14.59
1,95.27,2219.0,16.17,8.53
0,93.8,2185.0,6.79,14.74
0,99.82,2725.0,12.31,12.78
1,92.9,2049.0,7.36,12.12
0,91.21,2373.0,6.58,17.24
0,95.5,2041.0,7.2,15.75
0,93.31,2265.0,11.78,18.65
0,89.63,2282.0,7.49,14.62
1,94.19,2205.0,16.31,11.88
0,95.67,2323.0,5.52,17.53
0,96.92,2313.0,10.0,16.48
1,95.22,2267.0,5.01,17.97
0,94.52,2583.0,13.89,18.79
0,93.8,1831.0,8.2,14.85
1,93.35,2431.0,10.76,18.65
0,93.4,1944.0,9.94,14.44
0,93.95,2211.0,2.48,18.35
0,92.68,2428.0,5.16,14.7
0,95.68,2096.0,15.47,8.28
0,95.61,1953.0,7.7,15.31
1,94.56,2351.0,11.0,10.7
0,95.02,2039.0,7.67,12.42
0,96.14,2144.0,4.46,14.7
0,94.99,2370.0,8.43,18.45
0,94.54,2237.0,15.46,11.15
0,95.82,2183.0,12.71,13.91
0,91.46,2019.0,3.21,17.98
1,94.82,2247.0,16.15,7.7
1,89.43,2166.0,14.78,7.68
1,90.48,1964.0,16.19,5.61
0,94.44,1978.0,16.32,12.52
0,98.13,2425.0,16.56,11.24
0,90.9,2067.0,9.64,17.69
0,93.56,2277.0,11.61,17.67
0,93.3,2281.0,5.49,15.98
0,96.88,2079.0,10.44,15.33
0,98.73,2426.0,11.1,14.35
0,92.58,2057.0,14.58,11.5
0,93.78,2116.0,9.14,13.89
1,94.44,2274.0,5.19,17.43
0,92.76,2296.0,-2.13,5.15
0,95.54,2519.0,3.38,17.71
1,88.66,2349.0,5.78,18.29
0,92.35,2172.0,17.9,9.35
0,94.07,2371.0,13.08,18.53
0,94.59,2424.0,4.52,14.3
0,94.0,2243.0,9.59,19.96
0,86.32,2094.0,5.25,19.67
0,97.46,2559.0,12.98,13.03
0,91.53,2262.0,2.0,21.5
1,93.24,1975.0,15.47,11.17
0,95.16,2553.0,4.81,18.63
0,93.26,2455.0,4.77,19.8
0,91.86,2423.0,13.17,13.7
0,90.41,2111.0,5.63,19.52
1,94.21,2418.0,4.28,6.92
0,94.52,2284.0,8.05,20.0
1,93.77,2135.0,14.52,6.18
0,94.6,2332.0,9.43,10.41
0,92.39,2175.0,11.01,13.95
0,94.06,2059.0,2.63,18.06
0,96.15,2330.0,10.56,17.3
0,97.93,2421.0,7.85,17.87
0,92.96,2150.0,9.46,8.19
1,90.45,2644.0,8.99,21.27
0,88.2,2113.0,12.69,9.84
1,94.69,3035.0,15.1,9.33
1,93.04,2342.0,9.13,15.01
0,96.97,2457.0,6.38,15.99
0,92.67,2234.0,2.62,19.44
0,98.88,2207.0,10.48,9.7
0,94.04,2586.0,0.78,10.81
0,95.23,1913.0,7.62,13.96
0,90.33,2132.0,14.37,10.51
0,90.99,2024.0,14.31,7.18
0,93.29,2326.0,0.14,16.24
1,95.58,2241.0,6.72,12.75
1,94.54,2368.0,8.55,18.41
1,95.84,2452.0,9.95,20.91
0,93.81,2748.0,-2.12,15.67
1,95.74,2548.0,11.53,17.38
1,94.42,2274.0,5.51,17.03
0,93.69,2258.0,18.49,10.64
0,93.59,2054.0,7.88,15.04
0,95.82,2122.0,11.22,14.87
0,93.29,2214.0,8.9,14.63
1,90.64,1899.0,16.96,10.43
0,89.65,2282.0,14.17,10.25
0,95.22,2112.0,8.44,16.67
1,95.73,2249.0,5.23,16.89
0,93.48,2306.0,11.46,18.28
0,96.95,2266.0,8.27,19.71
0,98.17,2061.0,14.73,12.34
1,98.04,2282.0,4.44,19.95
1,87.96,2070.0,15.42,13.46
1,93.07,2083.0,2.94,17.19
0,93.18,2222.0,11.18,17.33
0,93.0,2123.0,17.03,7.43
0,94.66,2265.0,17.85,7.12
0,92.65,2263.0,4.04,14.9
0,93.3,2176.0,7.03,14.48
0,93.51,2356.0,18.36,12.51
0,91.87,2065.0,17.46,7.34
1,95.07,2129.0,10.38,16.13
0,95.24,2410.0,1.37,20.11
1,90.29,2005.0,3.98,16.76
0,93.83,2338.0,5.22,19.4
0,94.04,2096.0,12.42,16.02
1,91.69,1917.0,14.68,13.28
1,92.21,2135.0,16.92,7.24
0,93.2,2334.0,6.09,19.76
0,96.13,2310.0,2.28,16.79
1,96.93,2420.0,2.58,18.98
0,95.52,2071.0,6.74,15.23
1,93.06,2441.0,16.58,9.54
0,90.15,2032.0,17.54,7.21
0,97.83,2255.0,10.99,14.76
0,94.12,1969.0,10.3,10.9
0,90.81,2182.0,15.33,11.64
0,96.24,2581.0,4.39,19.97
0,91.46,2048.0,17.01,11.24
0,94.37,2395.0,17.42,8.5
0,94.66,2335.0,5.24,13.21
1,93.24,2331.0,13.01,13.69
0,93.25,2017.0,8.11,17.68
0,92.6,2021.0,3.92,14.46
0,92.36,2267.0,10.72,15.76
0,94.15,2364.0,8.31,19.04
0,94.72,2031.0,10.97,15.66
0,90.99,1720.0,16.78,1.28
0,92.7,2277.0,4.72,17.42
0,94.69,2453.0,5.15,19.96
0,92.71,2251.0,5.69,19.06
0,92.68,2148.0,14.42,13.74
1,66.91,1580.0,6.69,15.73
0,97.72,2161.0,17.56,8.04
0,96.74,2451.0,1.93,19.14
0,93.26,2178.0,12.54,13.41
1,96.16,2082.0,15.09,3.08
1,96.44,2514.0,11.87,17.06
0,97.11,2272.0,3.43,16.39
0,95.37,2342.0,4.14,17.87
0,91.01,2045.0,17.33,6.86
0,93.4,2231.0,17.24,6.49
0,91.53,1841.0,4.09,19.11
0,93.42,2456.0,10.65,20.07
0,95.31,1997.0,15.14,12.78
1,94.69,2199.0,12.01,15.04
0,95.78,2430.0,10.49,15.43
0,92.87,2087.0,9.29,15.97
1,94.22,1897.0,3.6,9.12
0,94.17,2433.0,10.19,19.67
1,93.93,2271.0,8.51,15.98
0,92.86,2345.0,17.76,11.51
0,91.57,2014.0,3.15,16.01
0,95.25,2136.0,6.57,15.6
0,92.19,2347.0,2.33,18.62
1,90.76,2368.0,11.7,5.3
0,92.27,2343.0,6.6,16.76
0,92.96,2175.0,20.7,10.81
1,94.03,2184.0,11.33,11.62
0,93.82,2528.0,9.84,18.22
0,89.06,2166.0,12.03,3.56
0,92.83,2382.0,7.44,19.09
0,92.46,2043.0,17.98,8.82
1,92.24,2247.0,19.08,1.26
0,94.19,2366.0,4.62,18.0
0,90.06,2026.0,5.58,11.66
0,93.93,2069.0,15.61,3.29
0,97.92,2185.0,5.86,19.72
0,94.69,2101.0,6.92,15.87
0,98.81,2467.0,11.92,16.7
0,96.04,2118.0,18.35,10.66
0,91.02,2126.0,11.45,16.83
0,97.31,2112.0,12.51,8.15
1,92.7,2341.0,9.29,17.25
0,92.89,2165.0,4.51,19.13
0,93.71,1936.0,13.22,6.32
1,93.6,2059.0,17.74,7.36
0,92.61,1964.0,16.04,5.31
0,96.51,2456.0,4.09,15.16
1,96.61,2305.0,15.81,13.95
0,94.34,2354.0,1.04,18.48
0,89.81,2064.0,-1.83,18.11
0,96.37,2383.0,7.62,17.67
0,94.21,2326.0,7.76,18.72
0,96.73,2478.0,13.02,17.54
0,91.13,2132.0,7.51,18.49
0,96.45,2231.0,11.49,0.49
1,94.55,2252.0,1.87,16.33
0,94.35,2466.0,12.88,17.43
1,96.79,2323.0,15.81,8.09
0,90.18,2060.0,15.63,9.93
0,95.53,2213.0,12.05,16.29
0,92.05,1948.0,19.26,6.89
0,92.01,2320.0,11.37,20.0
0,93.24,2402.0,2.12,14.29
1,93.32,2364.0,17.39,11.06
0,94.32,2055.0,15.05,4.04
1,92.61,2173.0,9.93,8.06
0,91.95,2126.0,10.04,15.95
0,94.7,2170.0,10.73,16.88
0,93.01,2233.0,8.87,14.46
0,95.4,2533.0,10.71,21.31
1,96.0,2351.0,4.72,19.19
1,92.44,2373.0,12.57,15.59
1,94.37,2586.0,0.42,11.86
1,94.1,2125.0,15.86,10.8
0,95.65,2543.0,6.89,16.75
1,95.02,2448.0,4.87,12.58
0,95.02,1999.0,16.44,10.31
0,94.22,2554.0,6.8,19.35
1,93.65,2291.0,3.84,18.86
1,93.76,2536.0,10.97,17.31
1,92.11,1984.0,6.01,14.5
0,95.27,2230.0,3.82,9.66
1,92.87,2459.0,11.35,19.39
0,93.26,2124.0,2.49,18.74
0,92.08,2307.0,5.97,19.05
1,93.38,2323.0,-3.71,16.19
0,95.74,2554.0,10.69,19.51
0,97.36,2396.0,17.63,7.44
0,92.21,2328.0,2.18,17.0
0,91.45,2133.0,8.13,13.93
0,95.62,2184.0,11.87,14.3
0,98.26,2335.0,7.03,18.94
0,97.16,2084.0,13.73,12.35
0,94.74,2230.0,5.85,17.3
0,92.07,2441.0,-0.59,8.45
0,93.72,2001.0,14.95,12.16
0,92.53,2163.0,16.58,14.24
1,95.1,2531.0,11.8,20.03
0,94.35,2601.0,8.34,20.35
0,99.63,2407.0,14.92,10.01
0,90.54,2273.0,8.11,19.22
0,96.65,2279.0,13.69,14.05
0,95.36,2183.0,10.81,11.3
0,98.45,2385.0,10.15,19.64
0,93.09,2452.0,6.5,18.71
0,88.56,2300.0,8.35,15.4
0,97.29,2002.0,17.82,13.1
0,94.22,2474.0,4.89,15.64
1,92.4,2145.0,15.18,11.7
0,95.97,2256.0,7.41,19.0
0,90.43,2317.0,6.13,17.97
0,93.57,2092.0,10.67,14.55
0,94.91,2087.0,18.4,4.81
1,91.93,2203.0,7.08,17.77
1,94.24,2015.0,7.34,13.35
0,95.01,2109.0,17.65,4.31
1,92.74,2122.0,17.43,8.41
0,92.7,2319.0,6.45,18.42
0,99.03,2446.0,12.11,15.62
0,96.81,2235.0,8.34,15.48
0,95.56,2482.0,14.42,15.98
0,94.38,2326.0,7.97,19.73
0,96.85,2196.0,17.93,6.12
0,92.98,2300.0,18.63,6.1
0,96.39,2581.0,7.56,15.93
1,94.65,2276.0,7.89,17.68
1,89.23,2393.0,15.51,15.08
1,91.24,1983.0,15.32,6.97
0,88.84,2078.0,15.26,4.14
0,97.32,2233.0,8.58,16.42
1,97.02,2004.0,7.87,14.31
0,95.36,2332.0,6.28,14.97
0,91.06,2390.0,1.77,19.02
0,94.43,2128.0,16.27,9.34
0,92.3,2053.0,12.7,10.58
0,96.8,2395.0,9.57,15.63
0,94.64,2204.0,6.2,16.85
0,94.88,2199.0,12.13,8.51
1,88.72,2229.0,-0.68,16.92
1,93.44,2104.0,13.86,9.8
0,95.6,2217.0,11.21,17.37
0,99.13,2338.0,6.97,16.97
1,98.7,2515.0,9.34,16.51
0,93.92,1886.0,9.45,10.04
0,93.78,2078.0,3.23,17.12
1,90.68,1957.0,14.32,4.3
0,95.58,2497.0,10.45,9.83
0,93.04,2198.0,14.93,12.97
1,94.19,2213.0,10.16,18.22
1,95.83,2084.0,9.77,12.17
0,89.99,2086.0,9.31,16.46
1,88.11,2051.0,14.98,13.63
0,96.72,2194.0,6.27,12.41
0,95.93,2207.0,13.57,2.27
0,96.9,2458.0,4.38,18.27
0,94.96,2054.0,4.49,16.07
0,94.31,2069.0,20.26,1.7
0,87.15,2031.0,18.74,9.53
0,96.51,2213.0,18.89,5.22
1,94.76,1994.0,6.25,16.43
0,92.49,2312.0,5.93,14.57
0,93.47,2193.0,7.9,13.59
0,94.82,2348.0,-0.76,17.35
0,95.76,2383.0,7.86,19.47
0,91.0,2149.0,17.07,6.99
0,97.38,2480.0,6.94,22.49
1,98.36,2316.0,17.38,6.76
0,94.0,2129.0,16.22,9.15
0,95.71,2190.0,19.83,5.58
0,95.29,2201.0,14.73,11.27
1,95.35,2406.0,9.93,15.26
0,93.94,2463.0,0.29,18.64
1,92.98,2190.0,8.82,13.03
1,88.34,2033.0,15.22,15.78
0,98.71,1947.0,3.28,14.56
1,98.29,2217.0,14.27,11.44
0,91.33,2017.0,18.43,10.51
1,91.13,2099.0,4.46,11.27
1,93.25,2265.0,12.26,16.32
0,97.22,2243.0,15.44,9.57
1,94.88,2193.0,15.01,10.71
0,97.97,2177.0,14.59,17.95
0,93.6,1998.0,13.28,9.95
0,93.4,2087.0,16.52,10.18
0,92.58,1917.0,14.85,-2.62
0,92.69,2140.0,13.61,16.72
0,92.78,2127.0,17.61,11.81
0,88.4,1827.0,11.57,11.98
1,90.94,2018.0,10.65,12.12
1,96.26,2584.0,12.49,17.85
0,87.74,1994.0,14.96,10.87
1,94.29,2122.0,7.1,14.47
0,93.0,2292.0,12.6,12.49
0,95.29,2104.0,9.42,12.5
0,92.62,2206.0,13.94,14.73
0,96.74,2331.0,10.06,14.87
0,94.98,2299.0,19.09,11.2
0,92.3,2145.0,-3.09,15.81
0,95.07,2342.0,6.97,20.12
0,92.66,1747.0,2.9,15.03
0,95.24,2388.0,3.48,10.49
1,96.32,2131.0,14.6,10.13
0,95.75,2209.0,12.96,12.77
1,93.21,2185.0,15.27,6.52
0,94.01,1926.0,16.79,9.66
0,95.78,2343.0,8.0,17.86
0,95.81,2502.0,10.55,13.37
0,93.1,2117.0,7.6,16.48
0,94.62,2327.0,3.71,17.53
0,93.84,2300.0,13.84,11.18
0,94.8,2243.0,7.85,18.84
0,97.3,2198.0,15.44,8.75
1,96.29,2128.0,8.48,16.87
0,89.84,2291.0,17.47,6.48
0,96.57,2349.0,9.62,16.45
0,98.81,2386.0,13.48,8.78
1,91.82,1922.0,13.25,11.74
0,96.35,2588.0,6.38,17.29
0,95.56,2726.0,-1.32,7.58
0,90.77,1884.0,17.76,2.26
1,94.42,2288.0,15.98,11.3
0,94.04,1919.0,3.92,16.49
0,96.67,2349.0,5.99,17.53
1,92.94,2158.0,-0.86,5.46
0,95.58,2101.0,14.81,7.32
0,94.78,2010.0,17.33,6.13
1,94.59,1963.0,10.15,13.36
0,93.78,2035.0,10.63,9.75
0,93.35,2224.0,11.7,19.83
1,92.93,2327.0,5.74,17.93
0,96.14,2382.0,8.16,15.13
0,92.08,2166.0,-0.25,19.33
0,87.65,1902.0,13.95,9.75
1,94.91,2092.0,2.96,18.17
1,94.4,2299.0,15.16,12.86
0,96.62,2492.0,2.84,16.75
0,95.93,2149.0,4.17,20.35
0,96.49,2353.0,10.8,18.68
0,90.73,2271.0,10.12,19.4
0,93.58,2368.0,7.11,21.47
0,92.97,1983.0,6.75,15.19
0,93.47,2280.0,16.41,6.37
0,92.63,2092.0,7.07,12.77
1,91.3,2160.0,15.77,8.37
0,93.14,2274.0,8.68,15.99
1,90.95,2280.0,2.8,18.4
0,96.69,2466.0,3.6,18.3
0,94.27,2279.0,4.16,20.71
0,96.34,2683.0,4.12,21.23
0,92.99,2394.0,5.03,18.03
0,94.84,2169.0,13.73,12.67
0,95.3,2089.0,3.3,18.28
0,92.22,2342.0,16.35,9.41
1,95.11,2134.0,13.47,14.24
1,92.06,2075.0,7.87,13.03
0,96.47,2267.0,19.97,3.98
0,94.68,2256.0,-1.84,16.29
0,95.55,2116.0,6.6,15.83
0,96.1,2480.0,11.05,19.87
0,93.02,2513.0,2.25,13.72
0,90.53,2156.0,9.83,17.64
0,95.08,2247.0,6.99,15.65
0,92.48,2011.0,1.93,15.4
0,92.15,2177.0,9.87,18.92
1,94.87,2138.0,4.92,18.6
0,92.86,1986.0,15.07,7.07
1,93.14,2499.0,3.97,21.64
0,96.76,2245.0,8.14,17.48
0,93.88,2465.0,3.72,16.52
0,94.69,2160.0,8.23,16.67
1,93.83,2085.0,8.9,15.18
0,93.57,2692.0,6.74,21.03
0,93.63,2270.0,13.24,12.7
0,96.25,2427.0,7.57,16.83
0,95.25,2310.0,17.81,7.18
0,91.1,2115.0,14.64,6.54
1,94.34,2117.0,15.41,11.25
0,95.54,2004.0,17.44,7.1
0,90.42,2402.0,3.86,15.98
1,93.56,1895.0,7.42,11.98
1,88.0,1928.0,11.25,10.48
1,94.22,1982.0,12.96,14.27
0,94.43,1874.0,16.13,7.93
0,95.25,2213.0,6.12,13.92
0,95.37,2110.0,12.86,10.69
1,97.89,2591.0,17.16,8.13
1,94.31,2470.0,2.16,15.59
0,94.49,2537.0,12.62,12.18
0,91.97,2083.0,16.55,7.49
1,94.72,2530.0,3.15,19.01
0,98.78,2122.0,18.23,11.91
1,93.44,2350.0,5.59,17.88
0,93.3,2113.0,10.67,11.44
0,96.17,2362.0,10.67,17.4
0,91.27,2168.0,15.32,9.84
0,95.41,2468.0,6.15,18.83
0,97.92,2168.0,18.09,4.79
1,91.97,2211.0,4.21,12.31
1,95.25,2502.0,10.88,15.9
0,93.78,2225.0,9.26,17.89
0,92.03,2577.0,3.35,19.04
1,95.87,2187.0,10.14,18.78
0,96.53,2232.0,14.0,10.89
0,97.2,2405.0,2.33,19.27
0,97.59,2022.0,13.6,7.75
1,86.06,2087.0,15.47,7.1
1,93.55,1864.0,7.64,13.25
0,95.87,2269.0,17.23,8.43
0,92.77,1942.0,11.89,13.6
0,98.98,2549.0,9.58,19.65
0,94.6,2168.0,14.93,11.05
0,98.07,2564.0,8.54,18.42
0,95.29,2304.0,6.22,16.18
0,97.45,2078.0,7.9,12.65
1,96.17,2293.0,13.17,11.76
0,96.48,2310.0,14.12,13.04
1,94.21,1984.0,11.53,9.14
1,94.09,2378.0,2.32,10.94
0,92.84,2236.0,4.37,18.78
0,92.11,2088.0,19.77,11.88
0,93.89,2181.0,14.62,12.73
0,94.99,2409.0,-1.4,13.77
1,92.44,2235.0,8.2,18.36
0,93.46,2170.0,9.68,16.8
0,96.2,2570.0,3.93,11.82
0,96.06,2327.0,10.17,16.52
0,91.31,1971.0,14.03,7.3
0,89.81,2477.0,13.2,20.19
1,93.04,2365.0,7.55,16.03
0,92.97,2309.0,15.23,9.16
1,93.37,2220.0,4.07,17.31
0,96.77,2374.0,-4.98,17.88
0,97.1,2430.0,5.76,15.9
0,90.15,1934.0,16.73,1.43
0,95.03,2222.0,7.89,17.46
1,96.69,2400.0,13.54,15.87
0,94.12,2193.0,4.96,17.67
0,93.74,1999.0,13.56,7.25
1,94.4,2456.0,13.27,16.54
1,94.45,2401.0,6.8,18.97
0,98.43,2678.0,10.87,18.81
0,95.62,2825.0,12.34,18.77
1,89.77,2237.0,16.24,14.97
0,97.18,2039.0,17.02,5.82
0,94.21,1961.0,9.0,13.27
0,93.19,2098.0,1.27,19.06
1,95.25,2147.0,5.15,8.06
0,95.84,2316.0,15.98,12.29
1,92.35,2290.0,4.49,21.16
0,96.65,2206.0,9.7,17.51
0,92.66,2285.0,12.07,18.23
0,88.12,2314.0,1.63,17.59
0,93.05,2357.0,12.91,16.08
1,93.97,2405.0,9.4,17.84
0,95.33,2361.0,6.12,17.49
1,91.73,2041.0,5.27,21.61
1,94.92,2520.0,-4.88,11.31
0,97.76,2568.0,7.67,18.63
1,87.83,2100.0,8.67,10.57
0,91.13,2465.0,16.28,11.41
0,98.93,2139.0,3.49,17.32
0,96.28,2319.0,12.8,15.59
0,95.34,2467.0,8.92,15.75
0,95.08,1818.0,14.33,1.02
0,92.34,2378.0,13.18,13.3
0,95.85,2672.0,9.45,15.19
0,95.72,2902.0,8.97,21.13
0,95.79,2158.0,11.73,7.52
0,90.95,2366.0,11.47,16.3
0,94.36,2320.0,16.87,9.73
0,94.03,2344.0,13.67,17.19
0,93.75,2238.0,3.64,15.51
0,95.83,2084.0,9.46,16.26
0,88.69,2205.0,2.56,18.3
1,88.94,2139.0,14.28,10.2
1,99.26,2419.0,1.6,17.9
1,97.86,2244.0,12.32,10.04
0,89.26,2108.0,13.99,6.5
0,92.81,2118.0,16.5,9.16
1,92.62,1972.0,15.87,9.72
0,100.24,2097.0,13.72,7.52
1,87.99,1870.0,15.81,10.69
0,91.51,1954.0,12.09,13.77
0,95.52,2316.0,3.91,16.73
1,94.71,2527.0,9.59,19.18
1,96.29,2178.0,10.67,16.92
0,96.56,2604.0,2.22,14.63
0,93.64,1979.0,7.83,17.29
0,92.11,2154.0,7.52,16.68
0,94.12,2331.0,18.93,5.19
0,94.57,2480.0,11.12,15.94
0,92.13,2103.0,12.41,14.2
1,88.21,1863.0,7.65,13.09
0,91.15,2257.0,10.0,16.96
0,91.94,2552.0,12.3,17.36
1,94.82,2564.0,-2.7,14.36
1,94.43,2630.0,5.95,11.28
0,94.15,2252.0,13.59,13.88
0,96.35,2055.0,17.3,3.74
0,95.44,2261.0,5.46,18.46
1,93.95,2159.0,13.4,-0.68
0,95.52,2521.0,5.92,19.04
0,92.61,2335.0,6.03,19.19
0,93.79,2409.0,16.84,10.37
0,93.64,2060.0,17.18,4.18
0,91.39,2371.0,1.82,16.26
0,93.18,2259.0,11.37,16.64
1,95.37,2286.0,15.2,9.64
0,94.9,2242.0,4.3,15.93
0,91.98,2280.0,7.75,16.93
0,96.27,2746.0,8.62,18.87
1,93.55,1775.0,17.13,9.74
0,92.72,2073.0,9.26,15.17
0,93.87,2426.0,-3.36,7.47
0,93.49,2431.0,2.37,14.88
0,96.98,2656.0,3.52,20.02
0,96.08,2387.0,12.39,15.71
0,92.87,2090.0,4.93,16.76
1,97.56,2504.0,6.32,14.88
0,93.24,2351.0,5.5,20.64
0,93.91,2319.0,16.46,11.58
0,96.68,2333.0,8.87,15.77
1,97.18,2551.0,4.62,21.21
0,92.88,2248.0,13.03,16.67
1,94.02,2404.0,15.51,12.05
0,93.81,2234.0,6.79,14.39
1,96.6,2212.0,2.87,17.26
0,99.05,2134.0,16.83,10.23
0,94.59,2400.0,7.94,16.96
0,94.62,2252.0,13.16,14.75
0,92.17,2497.0,13.56,11.18
1,92.51,2139.0,15.15,7.68
0,93.18,2081.0,13.5,11.95
0,90.52,2472.0,-1.26,14.48
0,89.68,2053.0,9.25,6.42
0,98.12,2270.0,18.5,5.43
1,95.24,2544.0,6.55,15.31
0,94.96,2029.0,4.95,10.32
0,92.77,2020.0,16.88,5.07
0,97.08,2371.0,15.75,10.51
0,90.42,2147.0,15.2,16.51
0,93.81,2195.0,9.05,14.07
1,97.03,2285.0,16.7,9.2
1,93.72,2403.0,5.87,20.72
0,94.28,2268.0,15.43,14.33
0,93.58,2178.0,15.17,10.31
0,93.55,1984.0,2.14,16.43
1,93.64,2487.0,1.71,15.91
0,95.14,2200.0,7.64,16.08
0,91.72,1981.0,12.75,19.75
1,95.17,2428.0,9.68,19.61
0,97.22,2379.0,9.45,16.34
0,93.04,2069.0,18.25,6.8
1,91.52,2036.0,16.21,3.27
0,93.97,2335.0,3.96,20.8
0,93.07,2396.0,-2.25,15.28
0,92.63,2336.0,6.4,22.18
0,93.02,2175.0,8.65,16.55
0,88.27,1910.0,15.45,12.93
0,93.43,2016.0,5.4,15.17
0,88.71,2091.0,7.09,19.93
0,99.4,2362.0,16.43,11.99
1,94.87,2460.0,9.02,15.94
0,91.09,2036.0,14.32,10.21
1,93.32,2249.0,11.41,19.79
0,96.12,2294.0,8.14,18.07
0,93.04,2189.0,0.95,15.43
0,90.91,2217.0,1.83,9.93
0,95.24,2389.0,6.59,15.7
0,95.41,2486.0,4.58,18.95
1,95.16,2455.0,13.19,13.3
1,95.41,2180.0,17.3,6.98
0,91.32,2557.0,1.58,21.59
1,93.49,2288.0,13.55,14.03
1,93.9,2159.0,9.47,17.58
0,96.5,2590.0,12.33,17.5
0,92.14,1958.0,8.14,13.45
0,89.84,2084.0,1.46,14.03
0,92.1,2126.0,8.86,13.34
1,91.44,2201.0,5.75,20.66
0,92.3,2281.0,5.01,14.08
0,95.42,2253.0,15.52,6.03
1,95.25,2351.0,9.66,17.43
1,94.97,2075.0,7.33,16.71
0,96.59,2415.0,10.89,18.5
1,93.95,2012.0,4.59,19.2
1,92.58,2423.0,9.49,19.1
0,93.79,2407.0,0.24,19.71
0,92.71,2382.0,3.3,17.69
0,99.1,2257.0,15.97,14.61
1,92.05,1977.0,3.4,12.78
0,93.88,2151.0,10.67,8.93
1,88.73,2149.0,1.0,15.98
0,92.87,2344.0,8.88,9.7
0,98.53,2476.0,16.56,2.29
0,93.25,2242.0,7.15,18.07
0,94.27,2370.0,-1.26,17.14
0,94.09,2247.0,1.34,17.45
0,90.56,2366.0,5.17,20.9
1,94.69,2679.0,-3.44,12.18
0,93.61,1945.0,11.64,12.8
0,98.04,2442.0,4.3,17.33
0,95.07,1905.0,14.31,9.3
0,92.07,2243.0,7.87,19.71
0,93.4,2280.0,3.67,15.54
0,93.98,2157.0,11.22,14.12
1,96.14,2053.0,10.24,13.23
0,93.72,2232.0,10.42,19.43
0,93.76,2341.0,7.12,19.87
0,93.47,2360.0,11.75,8.94
0,93.82,2011.0,19.71,6.22
0,92.34,2324.0,1.23,17.59
0,92.82,2233.0,12.6,11.3
0,93.9,2408.0,7.72,17.48
0,97.16,2309.0,14.7,11.1
0,97.95,2285.0,4.19,20.06
0,96.54,2236.0,8.98,15.64
0,98.84,2499.0,1.72,18.99
0,92.57,1924.0,15.37,2.48
0,94.25,2185.0,16.88,7.53
0,90.07,1977.0,7.21,17.54
0,97.96,2466.0,13.99,12.68
0,89.91,2182.0,8.21,18.07
1,90.72,2003.0,13.83,9.15
1,96.92,2011.0,17.81,7.22
0,97.58,2207.0,11.62,7.73
0,93.94,2450.0,15.19,15.32
0,96.88,2054.0,13.57,12.3
0,95.01,2297.0,17.93,11.54
0,94.14,2268.0,7.15,16.06
0,96.53,2387.0,5.54,16.2
0,93.0,2222.0,6.09,18.94
1,95.68,2067.0,8.0,12.67
0,92.31,2245.0,7.2,18.87
0,94.2,2361.0,15.92,12.01
0,91.06,2530.0,13.53,18.62
0,92.76,1874.0,16.32,0.16
1,92.5,2083.0,10.54,12.54
0,98.44,2412.0,11.97,14.45
1,92.44,2351.0,11.07,16.66
0,93.62,1788.0,5.63,11.66
0,93.68,2432.0,9.25,17.02
1,93.91,2024.0,15.09,12.19
1,93.12,1888.0,14.42,11.08
0,98.81,1973.0,8.18,10.92
0,97.31,2384.0,11.49,13.8
